Agent DT4 issued deposit of $514.00 into JA-1 at 2024-09-23 17:32:53. Transaction Number: 163
Agent WT7 issued withdrawal of $91.00 into JA-2 at 2024-09-23 17:32:53. Transaction Number: 187
Agent WT3 issued withdrawal of $97.00 into JA-1 at 2024-09-23 17:32:53. Transaction Number: 190
Agent DT4 issued deposit of $503.00 into JA-2 at 2024-09-23 17:32:53. Transaction Number: 193
Agent WT5 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:32:53. Transaction Number: 199
Agent WT9 issued withdrawal of $97.00 into JA-1 at 2024-09-23 17:32:53. Transaction Number: 200
Agent DT4 issued deposit of $599.00 into JA-2 at 2024-09-23 17:32:53. Transaction Number: 206
Agent DT0 issued deposit of $453.00 into JA-2 at 2024-09-23 17:32:54. Transaction Number: 212
Agent DT1 issued deposit of $468.00 into JA-1 at 2024-09-23 17:32:54. Transaction Number: 255
Agent DT0 issued deposit of $467.00 into JA-1 at 2024-09-23 17:32:55. Transaction Number: 261
Agent DT2 issued deposit of $585.00 into JA-1 at 2024-09-23 17:32:55. Transaction Number: 265
Agent WT3 issued withdrawal of $97.00 into JA-2 at 2024-09-23 17:32:55. Transaction Number: 276
Agent DT2 issued deposit of $484.00 into JA-2 at 2024-09-23 17:32:55. Transaction Number: 286
Agent WT4 issued withdrawal of $95.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 315
Agent DT3 issued deposit of $600.00 into JA-2 at 2024-09-23 17:32:56. Transaction Number: 322
Agent DT1 issued deposit of $512.00 into JA-2 at 2024-09-23 17:32:56. Transaction Number: 323
Agent WT5 issued withdrawal of $91.00 into JA-2 at 2024-09-23 17:32:56. Transaction Number: 327
Agent DT1 issued deposit of $472.00 into JA-2 at 2024-09-23 17:32:56. Transaction Number: 335
Agent DT0 issued deposit of $543.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 343
Agent WT9 issued withdrawal of $93.00 into JA-2 at 2024-09-23 17:32:56. Transaction Number: 346
Agent WT4 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 352
Agent WT5 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 356
Agent WT7 issued withdrawal of $93.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 362
Agent DT1 issued deposit of $498.00 into JA-1 at 2024-09-23 17:32:56. Transaction Number: 364
Agent WT3 issued withdrawal of $97.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 365
Agent WT5 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 369
Agent WT8 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:32:57. Transaction Number: 385
Agent WT4 issued withdrawal of $92.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 392
Agent DT0 issued deposit of $462.00 into JA-2 at 2024-09-23 17:32:57. Transaction Number: 393
Agent DT2 issued deposit of $462.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 394
Agent DT4 issued deposit of $474.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 398
Agent DT1 issued deposit of $482.00 into JA-2 at 2024-09-23 17:32:57. Transaction Number: 406
Agent WT8 issued withdrawal of $93.00 into JA-1 at 2024-09-23 17:32:57. Transaction Number: 413
Agent DT3 issued deposit of $560.00 into JA-1 at 2024-09-23 17:32:58. Transaction Number: 419
Agent DT1 issued deposit of $454.00 into JA-1 at 2024-09-23 17:32:58. Transaction Number: 436
Agent WT4 issued withdrawal of $92.00 into JA-1 at 2024-09-23 17:32:58. Transaction Number: 449
Agent DT2 issued deposit of $466.00 into JA-2 at 2024-09-23 17:32:58. Transaction Number: 455
Agent DT0 issued deposit of $497.00 into JA-1 at 2024-09-23 17:32:58. Transaction Number: 457
Agent DT2 issued deposit of $497.00 into JA-2 at 2024-09-23 17:32:59. Transaction Number: 466
Agent DT1 issued deposit of $574.00 into JA-2 at 2024-09-23 17:32:59. Transaction Number: 472
Agent WT7 issued withdrawal of $93.00 into JA-1 at 2024-09-23 17:32:59. Transaction Number: 496
Agent WT0 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:32:59. Transaction Number: 507
Agent WT5 issued withdrawal of $93.00 into JA-2 at 2024-09-23 17:32:59. Transaction Number: 508
Agent WT2 issued withdrawal of $94.00 into JA-2 at 2024-09-23 17:32:59. Transaction Number: 512
Agent DT0 issued deposit of $509.00 into JA-1 at 2024-09-23 17:33:00. Transaction Number: 519
Agent DT1 issued deposit of $541.00 into JA-1 at 2024-09-23 17:33:00. Transaction Number: 520
Agent WT8 issued withdrawal of $98.00 into JA-1 at 2024-09-23 17:33:00. Transaction Number: 543
Agent WT0 issued withdrawal of $96.00 into JA-1 at 2024-09-23 17:33:00. Transaction Number: 546
Agent WT6 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:33:00. Transaction Number: 549
Agent WT7 issued withdrawal of $91.00 into JA-2 at 2024-09-23 17:33:00. Transaction Number: 560
Agent WT0 issued withdrawal of $96.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 582
Agent WT4 issued withdrawal of $99.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 586
Agent WT7 issued withdrawal of $95.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 590
Agent WT2 issued withdrawal of $93.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 595
Agent WT8 issued withdrawal of $91.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 597
Agent WT7 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 599
Agent WT5 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:33:01. Transaction Number: 601
Agent WT1 issued withdrawal of $95.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 605
Agent WT9 issued withdrawal of $99.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 612
Agent WT1 issued withdrawal of $94.00 into JA-2 at 2024-09-23 17:33:01. Transaction Number: 619
Agent WT0 issued withdrawal of $95.00 into JA-2 at 2024-09-23 17:33:02. Transaction Number: 622
Agent WT0 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:33:02. Transaction Number: 639
Agent WT4 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:33:02. Transaction Number: 651
Agent WT1 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:33:02. Transaction Number: 654
Agent DT1 issued deposit of $500.00 into JA-1 at 2024-09-23 17:33:02. Transaction Number: 662
Agent DT0 issued deposit of $537.00 into JA-2 at 2024-09-23 17:33:02. Transaction Number: 666
Agent WT5 issued withdrawal of $97.00 into JA-2 at 2024-09-23 17:33:02. Transaction Number: 667
Agent DT2 issued deposit of $499.00 into JA-2 at 2024-09-23 17:33:03. Transaction Number: 678
Agent WT7 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:33:03. Transaction Number: 683
Agent WT6 issued withdrawal of $93.00 into JA-2 at 2024-09-23 17:33:03. Transaction Number: 701
Agent WT5 issued withdrawal of $98.00 into JA-1 at 2024-09-23 17:33:03. Transaction Number: 713
Agent WT4 issued withdrawal of $96.00 into JA-1 at 2024-09-23 17:33:03. Transaction Number: 714
Agent WT9 issued withdrawal of $99.00 into JA-1 at 2024-09-23 17:33:03. Transaction Number: 716
Agent WT8 issued withdrawal of $98.00 into JA-1 at 2024-09-23 17:33:04. Transaction Number: 728
Agent DT4 issued deposit of $570.00 into JA-1 at 2024-09-23 17:33:04. Transaction Number: 732
Agent DT2 issued deposit of $566.00 into JA-2 at 2024-09-23 17:33:04. Transaction Number: 734
Agent DT1 issued deposit of $593.00 into JA-1 at 2024-09-23 17:33:04. Transaction Number: 737
Agent DT1 issued deposit of $474.00 into JA-1 at 2024-09-23 17:33:04. Transaction Number: 739
Agent WT1 issued withdrawal of $93.00 into JA-2 at 2024-09-23 17:33:04. Transaction Number: 751
Agent DT3 issued deposit of $571.00 into JA-2 at 2024-09-23 17:33:04. Transaction Number: 768
Agent WT0 issued withdrawal of $95.00 into JA-1 at 2024-09-23 17:33:04. Transaction Number: 772
Agent WT9 issued withdrawal of $93.00 into JA-1 at 2024-09-23 17:33:05. Transaction Number: 777
Agent WT1 issued withdrawal of $93.00 into JA-1 at 2024-09-23 17:33:05. Transaction Number: 788
Agent WT0 issued withdrawal of $95.00 into JA-2 at 2024-09-23 17:33:05. Transaction Number: 798
Agent WT8 issued withdrawal of $96.00 into JA-1 at 2024-09-23 17:33:05. Transaction Number: 802
Agent DT3 issued deposit of $562.00 into JA-2 at 2024-09-23 17:33:05. Transaction Number: 817
Agent WT3 issued withdrawal of $97.00 into JA-1 at 2024-09-23 17:33:06. Transaction Number: 839
Agent DT1 issued deposit of $494.00 into JA-1 at 2024-09-23 17:33:06. Transaction Number: 841
Agent DT4 issued deposit of $536.00 into JA-2 at 2024-09-23 17:33:06. Transaction Number: 842
Agent WT4 issued withdrawal of $91.00 into JA-1 at 2024-09-23 17:33:06. Transaction Number: 850
Agent WT7 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:33:07. Transaction Number: 878
Agent DT4 issued deposit of $580.00 into JA-2 at 2024-09-23 17:33:07. Transaction Number: 900
Agent DT2 issued deposit of $493.00 into JA-1 at 2024-09-23 17:33:07. Transaction Number: 901
Agent DT3 issued deposit of $485.00 into JA-1 at 2024-09-23 17:33:07. Transaction Number: 902
Agent WT0 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:33:07. Transaction Number: 924
Agent DT2 issued deposit of $491.00 into JA-1 at 2024-09-23 17:33:08. Transaction Number: 955
Agent DT1 issued deposit of $458.00 into JA-2 at 2024-09-23 17:33:08. Transaction Number: 968
Agent WT4 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:33:09. Transaction Number: 1008
Agent DT1 issued deposit of $561.00 into JA-2 at 2024-09-23 17:33:09. Transaction Number: 1013
Agent WT8 issued withdrawal of $96.00 into JA-1 at 2024-09-23 17:33:09. Transaction Number: 1014
Agent DT0 issued deposit of $586.00 into JA-1 at 2024-09-23 17:33:10. Transaction Number: 1023
Agent WT1 issued withdrawal of $97.00 into JA-2 at 2024-09-23 17:33:10. Transaction Number: 1038
Agent DT4 issued deposit of $474.00 into JA-2 at 2024-09-23 17:33:10. Transaction Number: 1041
Agent DT1 issued deposit of $453.00 into JA-2 at 2024-09-23 17:33:10. Transaction Number: 1044
Agent WT9 issued withdrawal of $97.00 into JA-2 at 2024-09-23 17:33:10. Transaction Number: 1046
Agent WT6 issued withdrawal of $91.00 into JA-2 at 2024-09-23 17:33:10. Transaction Number: 1050
Agent WT1 issued withdrawal of $94.00 into JA-1 at 2024-09-23 17:33:10. Transaction Number: 1056
Agent WT7 issued withdrawal of $96.00 into JA-1 at 2024-09-23 17:33:10. Transaction Number: 1063
Agent WT5 issued withdrawal of $99.00 into JA-1 at 2024-09-23 17:33:10. Transaction Number: 1073
Agent DT2 issued deposit of $592.00 into JA-1 at 2024-09-23 17:33:11. Transaction Number: 1086
Agent WT1 issued withdrawal of $97.00 into JA-2 at 2024-09-23 17:33:11. Transaction Number: 1104
Agent DT1 issued deposit of $526.00 into JA-1 at 2024-09-23 17:33:11. Transaction Number: 1105
Agent WT7 issued withdrawal of $98.00 into JA-2 at 2024-09-23 17:33:11. Transaction Number: 1120
Agent WT8 issued withdrawal of $94.00 into JA-2 at 2024-09-23 17:33:11. Transaction Number: 1132
Agent DT1 issued deposit of $571.00 into JA-2 at 2024-09-23 17:33:11. Transaction Number: 1139
Agent WT0 issued withdrawal of $95.00 into JA-1 at 2024-09-23 17:33:12. Transaction Number: 1147
Agent DT3 issued deposit of $481.00 into JA-1 at 2024-09-23 17:33:12. Transaction Number: 1160
Agent DT4 issued deposit of $533.00 into JA-1 at 2024-09-23 17:33:12. Transaction Number: 1170
Agent DT0 issued deposit of $519.00 into JA-2 at 2024-09-23 17:33:12. Transaction Number: 1172
